Ingrediente Lista 1,Ingrediente Lista 2,Indice di Fuzzy
pane grattugiato,zenzero grattugiato,56
pane in cassetta,pane (panino raffermo),78
pane in cassetta,pane a cassetta,63
pane in cassetta,pane in cassetta,100
pane in cassetta,pane integrale a cassetta,55
pane in cassetta affettato,pane (panino raffermo),62
pane per hambuger ai semi di papavero,semi di papavero,90
pane per hambuger al sesamo,pane (panino raffermo),61
pane per hambuger al sesamo,sesamo,66
pane raffermo,pandoro raffermo,58
pane raffermo,pane (panino raffermo),86
pane raffermo,pane mollica grattugiata di pane raffermo,78
pane raffermo,pane raffermo,100
pane raffermo,"pane raffermo, solo la mollica",90
pane rustico affettato,pane (panino raffermo),67
pane rustico filone,pane (panino raffermo),72
panettone gastronomico vuoto già tagliato,panettone,66
panettone gourmet,panettone,99
panna fresca,ananas fresco,56
panna fresca,pancetta fresca,57
panna fresca,panna,89
panna fresca,panna fresca,100
panna fresca,panna fresca liquida da montare,86
panna fresca,panna fresca montata non zuccherata,81
panna fresca,panna fresca semimontata,97
panna fresca da montare,panna,66
panna fresca da montare,panna da montare,57
panna fresca da montare,panna fresca,99
panna fresca da montare,panna fresca liquida da montare,59
panna fresca da montare,panna vegetale da montare,55
paprika,paprika,100
paprika,paprika affumicata,86
paprika,paprika affumicata in polvere,69
paprika,paprika affumitata,86
paprika,paprika dolce,100
paprika,paprika dolce in polvere,75
paprika,paprika in polvere,86
parmigiano reggiano,parmigiano,99
parmigiano reggiano,parmigiano grattuggiato,57
parmigiano reggiano,parmigiano grattugiato,55
parmigiano reggiano,parmigiano reggiano,100
parmigiano reggiano,parmigiano reggiano grattugiato 30 mesi,96
parmigiano reggiano,parmigiano reggiano grattugiato più qualche scaglia per decorare,76
parmigiano reggiano,parmigiano reggiano o formaggio affinato nel fieno,85
parmigiano reggiano,parmigiano reggiano stagionato 30 mesi,97
passata di pomodoro,pomodoro,89
passata di pomodoro,salsa di pomodoro,58
passata di pomodoro 100% italia,pomodoro,71
pasta corta,pasta,92
pasta corta,pasta corta,100
pasta corta,pasta corta a piacere,99
pasta corta,pasta corta senza glutine,91
pasta corta,pasta corta tipo penne,97
pasta corta,pasta corta tipo spaghetti,89
pasta corta,"pasta corta, tipo sedanini",89
pasta di salsiccia,pasta,73
pasta di salsiccia,salsiccia,97
pasta fresca all'uovo precotta surgelata,pasta fresca all'uovo,99
pasta per pizza,impasto per pizza,62
pasta per pizza,pasta,80
pasta per pizza con farina integrale,farina,59
pasta per pizza con farina integrale,farina integrale,92
pasta sfoglia decongelata cruda,pasta,58
pasta sfoglia decongelata cruda,pasta sfoglia,89
patate,fecola di patate,85
patate,gnocchi di patate,82
patate,patate,100
patate,patate al netto degli scarti,65
patate,patate americane dolci,73
patate,patate bollita,90
patate,patate bollite,90
patate,patate da gnocchi,82
patate,patate di media grandezza,69
patate,patate di medie dimensioni,68
patate,patate dolce lessata,76
patate,patate dolci americane,73
patate,patate gialla,93
patate,patate gialle o bianche,71
patate,patate gialle sode,80
patate,patate grandi,93
patate,patate grosse,93
patate,patate lessa,97
patate,patate lessate,90
patate,patate lesse,97
patate,patate media grandezza,73
patate,patate medie,97
patate,patate medie già bollite,70
patate,patate novella,90
patate,patate novella a pasta rossa,65
patate,patate novelle,90
patate,patate novelle biologiche,69
patate,patate novelle piccole,73
patate,patate piccola,90
patate,patate piccole,90
patate,patate rosse,97
patate,patate sbucciate,85
patate,patate vecchie di medie dimensioni,60
patate al forno fatte da noi!,patate,64
patate al forno fatte da noi!,patate (peso al netto degli scarti dopo la cottura),69
patate asparagi e scalogno,patate,68
patate asparagi e scalogno,patate (peso al netto degli scarti dopo la cottura),72
patate asparagi e scalogno,scalogno,77
patate cubettate,patate,85
patate cubettate,patate (peso al netto degli scarti dopo la cottura),91
patate cubettate cotte,patate,73
patate cubettate cotte,patate (peso al netto degli scarti dopo la cottura),78
patate cubettate per forno,patate,68
patate cubettate per forno,patate (peso al netto degli scarti dopo la cottura),72
patate cubettate small,patate,73
patate cubettate small,patate (peso al netto degli scarti dopo la cottura),78
patate cubettate small cotte,patate,65
patate cubettate small cotte,patate (peso al netto degli scarti dopo la cottura),70
patate e zucchine cubettate,patate,66
patate e zucchine cubettate,patate (peso al netto degli scarti dopo la cottura),71
patate e zucchine cubettate,zucchine,76
patate in fiocchi,avena in fiocchi,55
patate in fiocchi,patate,82
patate in fiocchi,patate (peso al netto degli scarti dopo la cottura),88
patate in fiocchi,sale in fiocchi,57
patate julienne,patate,87
patate julienne,patate (peso al netto degli scarti dopo la cottura),94
patate lamelle,patate,90
patate lamelle,patate (peso al netto degli scarti dopo la cottura),97
patate lamelle,patate novelle,55
patate prezzemolate,patate,78
patate prezzemolate,patate (peso al netto degli scarti dopo la cottura),84
patate rondelle,patate,87
patate rondelle,patate (peso al netto degli scarti dopo la cottura),94
patate rondelle,patate novelle,58
pecorino artiginale,pecorino,89
pecorino romano grattugiato,pecorino,76
pecorino romano grattugiato,pecorino grattugiato,59
pecorino romano grattugiato,pecorino romano grattugiato,100
pecorino romano grattugiato,pecorino stagionato grattugiato,58
penne integrali cotte,penne,68
penne rigate integrali,penne,67
pennette cotte,penne,83
pennette quadrate,penne,75
pepe nero in grani,pepe in grani,59
pepe nero in grani,pepe nero,97
pepe nero in grani,pepe nero in grani,100
pepe nero in grani,"pepe nero, macinato fresco",94
pepe nero in grani,pepe rosa in grani,62
pepe nero in grani,pepe rosso e nero in grani,57
pepe nero macinato,pepe bianco macinato,59
pepe nero macinato,pepe macinato,59
pepe nero macinato,pepe nero,97
pepe nero macinato,pepe nero amcinato fresco,55
pepe nero macinato,pepe nero macinato,100
pepe nero macinato,pepe nero marinato,66
pepe nero macinato,pepe nero vaccinato,64
pepe nero macinato,pepe rosa macinato,62
pepe rosa in grani,pepe in grani,59
pepe rosa in grani,pepe nero in grani,62
pepe rosa in grani,pepe rosa,97
pepe rosa in grani,pepe rosa in grani,100
pepe verde in salamoia,pepe verde,92
peperoncino frantumato,peperoncino,97
peperoncino frantumato,peperoncino facoltativo,56
peperoncino frantumato,peperoncino rosso frantumato,62
peperoncino frantumato,peperoncino tritato,58
peperone bastoncino,peperone,89
peperoni,pepe,67
peperoni,peperoncino,59
peperoni,peperoncino (opzionale),56
peperoni e carote cubettati,carote,66
pepite di formaggio stagionato,formaggio,76
pepite di formaggio stagionato 24 mesi,formaggio,68
pera kaiser,pera kaiser,100
pesca nettarina,pesca,80
pesca nettarina,pesca nettarine igp,57
pesto artigianale,pesto,75
pesto artigianale senza aglio,aglio,59
pesto artigianale senza aglio,pesto,59
pesto di spinaci,pesto,78
pesto di spinaci,spinaci,91
pesto pregis,pesto,89
petti di pollo,pollo,83
petto di pollo grigliato julienne,pollo,56
petto di pollo grigliato julienne,pollo (petti),61
piadina,impasto per piadina,84
piadina,piadina,100
piadina integrale,farina integrale,59
piadina integrale,pancarrè integrale,56
piadina integrale,pane integrale,59
piadina integrale,piadina,88
pinoli,pinoli,100
pinoli,pinoli tostati,90
piselli cotti,piselli,100
piselli finissimi surgelati,piselli,71
piselli finissimi surgelati,piselli (freschi o surgelati),76
piselli finissimi surgelati,piselli fini,92
piselli finissimi surgelati,piselli fini surgelati,63
pizzoccheri valtellinesi igp,pizzoccheri,86
platessa,platessa filetti,97
polenta precotta,polenta,91
polpa di merluzzo nordico tritato,merluzzo,69
polpo cotto,polpo,92
polpo cotto tagliato,polpo,70
polpo cotto tentacoli,polpo,68
polpo decongelato,gelato,82
polpo decongelato,polpo,75
pomodori ciliegini,ciliegini,97
pomodori ciliegini,pomodori,92
pomodori ciliegini,"pomodori (polpa, opzionale)",97
pomodori ciliegini,pomodori ciliegia,64
pomodori ciliegini,pomodori ciliegieni,68
pomodori ciliegini,pomodori ciliegini,100
pomodori ciliegini,pomodori ciliegino giallo,59
pomodori ciliegini,pomodori ciligino,64
pomodori ciliegini,pomodori perini,55
pomodori ciliegini,pomodoro ciliegini,66
pomodori ciliegini,pomodoro ciliegino,62
pomodori ciliegini lavati,ciliegini,83
pomodori ciliegini lavati,pomodori,78
pomodori ciliegini lavati,"pomodori (polpa, opzionale)",83
pomodori ciliegini lavati,pomodori ciliegia,57
pomodori ciliegini lavati,pomodori ciliegieni,57
pomodori ciliegini lavati,pomodori ciliegino,55
pomodori ciliegini lavati,pomodoro ciliegini,55
pomodori ciliegini rondelle,ciliegini,80
pomodori ciliegini rondelle,pomodori,76
pomodori ciliegini rondelle,"pomodori (polpa, opzionale)",80
pomodori ciliegini rondelle,pomodori ciliegieni,55
pomodori ciliegini rondelle,pomodori ciliegino,56
pomodori ciliegini tagliati a spicchi,ciliegini,69
pomodori ciliegini tagliati a spicchi,pomodori,66
pomodori ciliegini tagliati a spicchi,"pomodori (polpa, opzionale)",69
pomodori ciliegini tagliati a spicchi,pomodori ciliegini,95
pomodori datterini,pomodori,92
pomodori datterini,"pomodori (polpa, opzionale)",97
pomodori datterini,pomodori datterini,100
pomodori datterini,pomodori datterino giallo,59
pomodori datterini,pomodori maturi,55
pomodori datterini,pomodori perini,59
pomodori datterini lavati,pomodori,78
pomodori datterini lavati,"pomodori (polpa, opzionale)",83
pomodori datterini lavati,pomodori datterini confit,56
pomodori datterini lavati,pomodori datterini gialli,59
pomodori datterini lavati,pomodori datterino,55
pomodori datterini rondelle,pomodori,76
pomodori datterini rondelle,"pomodori (polpa, opzionale)",80
pomodori datterini rondelle,pomodori datterini confit,57
pomodori datterini rondelle,pomodori datterini gialli,57
pomodori datterini rondelle,pomodori datterino,56
pomodori secchi,pomodori,100
pomodori secchi,pomodori medi,55
pomodori secchi,pomodori secchi,100
pomodori secchi,pomodori secco,63
pomodori secchi,pomodori semisecchi,62
pomodori secchi,pomodori succo,58
pomodori secchi,pomodoro secchi,65
pomodori secchi,pomodoro secco,58
pomodoro grappolo,pomodori a grappolo,62
pomodoro grappolo,pomodoro,94
pomodoro grappolo affettato,pomodoro,76
pomodoro grappolo lavato,pomodoro,80
pomodoro grappolo spicchi,pomodoro,78
porro a rondelle,porro,78
porro a rondelle,porro (mezzo),85
porro origine italia,porro,70
porro origine italia,porro (mezzo),76
porro origine italia mondato e lavato,porro (mezzo),58
preparato per pollo al curry,curry,60
preparato per pollo al curry,pollo,60
preparato per pollo al curry,pollo (petti),65
prezzemolo fresco,prezzemolo fresco,100
prezzemolo fresco,prezzemolo fresco o secco tritato,98
prezzemolo fresco,"prezzemolo fresco, solo le foglie",98
prezzemolo fresco,prezzemolo tritato fresco,57
primo sale,formaggio primo sale,97
primo sale,sale,57
primosale a cubetti,salame a cubetti,56
prosciutto cotto,prosciutto cotto,100
prosciutto cotto,prosciutto cotto affettato a fette spesse 2 o 3 mm,78
prosciutto cotto,prosciutto cotto affettato sottile,94
prosciutto cotto,prosciutto cotto in un'unica fetta,94
prosciutto cotto,"prosciutto cotto, a fette spesse un paio di millimetri",76
prosciutto cotto,prosciutto crudo,57
prosciutto cotto affettato,prosciutto,86
prosciutto cotto affettato,prosciutto cotto a cubetti,57
prosciutto cotto affettato,prosciutto cotto a fette,62
prosciutto cotto affettato,prosciutto cotto affettato,100
prosciutto cotto affettato,prosciutto cotto affettato a fette spesse 2 o 3 mm,98
prosciutto cotto affettato,prosciutto cotto affumicato,61
prosciutto cotto affettato,"prosciutto cotto, a fette spesse un paio di millimetri",90
prosciutto cotto cubettato,prosciutto,86
prosciutto cotto cubettato,prosciutto cotto a cubetti,62
prosciutto cotto cubettato,prosciutto cotto a fette,56
prosciutto cotto cubettato,prosciutto cotto affettato,62
prosciutto cotto cubettato,prosciutto cotto affumicato,55
prosciutto cotto cubettato,"prosciutto cotto, a fette spesse un paio di millimetri",85
prosciutto crudo di parma crumble,prosciutto,77
prosciutto crudo di parma crumble,prosciutto crudo,95
prosciutto crudo di parma crumble,"prosciutto crudo, in un'unica fetta",95
prosciutto crudo di parma cubettato,prosciutto,74
prosciutto crudo di parma cubettato,prosciutto crudo,93
prosciutto crudo di parma dop,prosciutto,81
prosciutto crudo di parma dop,prosciutto crudo di carpegna,57
prosciutto crudo di parma dop,"prosciutto crudo, in un'unica fetta",96
prosciutto crudo di parma dop affettato,prosciutto,71
prosciutto crudo di parma dop affettato,prosciutto crudo,88
prosciutto crudo di parma dop affettato,"prosciutto crudo, in un'unica fetta",100
prosciutto crudo e bresaola,bresaola,76
prosciutto crudo e bresaola,prosciutto,84
prosciutto crudo e bresaola,"prosciutto crudo, in un'unica fetta",91
provola affumicata,paprika affumicata,55
provola affumicata,provola,86
provola affumicata,provola affumicata,100
provola affumicata,ricotta affumicata,55
provola affumicata cubettata,provola,70
provola affumicata cubettata,provola affumicata fresca,55
provolone dolce,provola dolce,60
provolone dolce,provolone dolce grattugiato grossolanamente,82
quarto di limone,limone,85
radicchio rosso,radicchio rocchio,57
radicchio rosso,radicchio rosso,100
radicchio rosso a spicchi,radicchio,83
radicchio rosso julienne,radicchio,85
ragù e provola,provola,97
ravioli ai funghi porcini,funghi,69
ravioli di gambero,gambero,86
ravioli di zucca,fiori di zucca,56
ravioli di zucca,zucca,78
ravioli freschi ricotta e spinaci,ricotta,65
ravioli freschi ricotta e spinaci,spinaci,65
reale di vitello,vitello,91
rice crispies al cacao,cacao,67
ricotta salata,ricotta,97
ricotta salata,ricotta salata,100
ricotta salata,ricotta salata grattugiata,100
ricotta salata,ricotta salata o parmigiano o pecorino,84
ricotta salata,ricotta setacciata,57
ricotta salata,ricotta vaccina salata,55
ricotta vaccina granarolo,ricotta,74
ricotta vaccina granarolo,"ricotta vaccina, riposata 24 ore",100
rigatini,rigatoni,62
ripieno ai gamberi e limone per ravioli,limone,57
ripieno ai gamberi e limone per ravioli,limone ( succo di 1/2 limone),60
ripieno ai gamberi e limone per ravioli,limone (il succo),60
ripieno ai gamberi e limone per ravioli,limone (la buccia grattugiata),60
ripieno ai gamberi e limone per ravioli,limone (la scorza grattugiata),60
ripieno ai gamberi e limone per ravioli,limone (la scorza),60
ripieno ai gamberi e limone per ravioli,limone (scorza grattugiata),60
ripieno ai gamberi e limone per ravioli,limone (scorza),60
ripieno ai gamberi e limone per ravioli,limone (succo),60
ripieno ai gamberi e limone per ravioli,"limone , la scorza grattugiata",65
riso basmati,riso basmati,100
riso basmati cotto,riso basmati già cotto,63
riso carnaroli,riso carnaroli,100
riso carnaroli,"riso carnaroli, ribe o arborio",94
riso carnaroli classico cavalieri d'italia,riso carnaroli,80
riso carnaroli classico cavalieri d'italia,"riso carnaroli, ribe o arborio",88
riso carnaroli cotto,"riso carnaroli, ribe o arborio",98
riso parboiled,riso parboiled,100
riso venere,riso venere,100
riso venere,riso venere integrale,99
roast beef,manzo taglio roast beef,91
rosmarino fresco,origano fresco,56
rosmarino fresco,rosmarino essiccato,56
rosmarino fresco,rosmarino fresco,100
rosmarino fresco,rosmarino secco,59
rosmarino fresco,tomino fresco,58
rucola,cola,80
rucola,insalata rucola,87
rucola,rucola,100
rucola,rucola fresca,93
salame cacciatorino a fette,salame,66
salamini cacciatorini,salame cacciatorino,59
salmone affumicato,sale affumicato,64
salmone affumicato,salmone,86
salmone affumicato,salmone affumicato,100
salmone affumicato con erba cipollina,erba cipollina,85
salmone affumicato con erba cipollina,salmone,62
salmone affumicato con erba cipollina,salmone affumicato,95
salmone affumicato julienne,salmone,71
salmone affumicato julienne,salmone affumicato a fette,55
salmone baffa surgelato,gelato,71
salmone baffa surgelato,salmone,77
salmone fresco cubettato,salmone,75
salmone fresco cubettato,salmone fresco abbattuto,58
salmone fresco cubetti per spiedini,salmone,63
salmone fresco cubetti per spiedini,salmone fresco,87
salmone fresco quadrotti,salmone,75
salsa agrodolce miele e zenzero,miele,58
salsa agrodolce miele e zenzero,zenzero,67
salsa di avocado,avocado,91
salsa di pere (120g),salsa di pesce,60
salsa di pomodoro artigianale pronta,pomodoro,66
salsa di pomodoro artigianale pronta,salsa di pomodoro,94
salsa di soia,salsa di soia,100
salsa di soia,salsa di soia a ridotto contenuto di sale,78
salsa di soia,salsa di soia con ridotto apporto di sodio,77
salsa di soia e miele,miele,68
salsa di soia e miele,salsa di soia bio,55
salsa di soia e miele,salsa di soia tamari,55
salsa di soia kikkoman,salsa di soia bio,57
salsa di soia kikkoman,salsa di soia fino,56
salsa noci,noci,57
salsa verde,salsa verde,100
salsiccia di suino luganica,salsiccia,80
salsiccia di suino tagliata,salsiccia,80
salsiccia luganica 3pz (130gr),salsiccia,86
salvia fresca,salvia,93
salvia fresca,salvia fresca,100
salvia fresca,sarda fresca,56
salvia fresca,vaniglia fresca,55
scaglie di formaggio stagionato,formaggio,75
scamone,manzo scamone,100
scamone,salmone,60
scamorza artigianale,scamorza,87
scamorza artigianale affumicata,scamorza,71
sedano,sedano,100
sedano,sedano comprese le foglie,69
sedano,sedano con tutte le foglie,68
sedano,sedano costa,97
sedano,sedano foglie,93
sedano,sedano rapa al netto degli scarti,61
sedano,sedano rapa o una costa di sedano,61
sedano,sedano verde,97
sedano,sedano verde con tutte le foglie,62
sedano mondato,sedano,90
sedano rapa,sedano rapa,100
sedano rapa,sedano rapa al netto degli scarti,80
sedano rapa,sedano rapa o una costa di sedano,80
sedano rapa cubetti,sedano,78
sedano tagliato,sedano,87
semi di sesamo,olio di sesamo,55
semi di sesamo,semi di senape,55
semi di sesamo,semi di sesamo,100
semi di sesamo,semi di sesamo bianchi e neri,95
semi di sesamo,"semi di sesamo, di girasole, di zucca",85
semi di sesamo,sesamo,90
senape,miele di tartufo o senape,69
senape,semi di senape,90
senape,senape,100
senape,senape al miele,87
senape,senape con i semi,82
senape,senape dolce,97
senape,senape forte,97
senape,senape forte di digione,71
senape,senape in grani,87
senape,senape in polvere,82
sfoglia di mozzarella,mozzarella,95
sottofesa manzo,manzo,80
spada fresco,salvia fresco,56
spada fresco,sarda fresca,58
spaghetti,pasta corta tipo spaghetti,81
spaghetti,pasta tipo spaghetti,92
spaghetti,pasta tipo spaghetti alla chitarra,72
spaghetti,pasta tipo spaghetti o linguine,75
spaghetti,spaghetti,100
spaghetti,spaghetti di gragnano,90
spaghetti,spaghetti di riso,99
spaghetti integrali cotti,spaghetti,83
spaghetti quadrati,spaghetti,97
spaghetti quadrati integrali,spaghetti,79
spaghettoni,spaghetti,63
speck,speck,100
speck,speck a bastoncini,73
speck,speck a cubetti,80
speck,speck a fette,86
speck,speck affettato,80
speck,speck in cubetti o striscioline,58
speck,speck in fette,83
speck,speck in un'unica fetta,66
speck,speck in una sola fetta,66
speck,speck trancio,86
speck affettato,speck,80
speck affettato,speck a fette,55
speck affettato,speck affettato,100
speck julienne,speck,83
spezzatino di vitello,vitello,80
spezzatino manzo,manzo,78
spiedino di gambero argentino,gambero,69
spiedino di pollo,pollo,75
spinaci cotti,spinaci,100
spinaci cotti,spinaci cotti e spadellati in aglio e olio,77
spinaci e ricotta,ricotta,88
spinaci e ricotta,spinaci,88
spinaci freschi cotti,spinaci,80
spinaci freschi cotti,spinaci freschi puliti,59
spinaci freschi mondati,spinaci,77
spinaci freschi mondati,spinaci freschi puliti,56
spinaci surgelati,spinaci,88
spinaci surgelati,spinaci purea,56
spinacino fresco lavato,spinaci,77
spumante,spumante,100
spumante,vino spumante secco,89
straccetti di pollo,pollo,72
stracchino alta qualità,stracchino,91
stracciata di mozzarella di bufala,mozzarella,75
stracciatella artigianale,stracciatella,98
succo di limone,limone,87
succo di limone,succo di lime,65
succo di limone,succo di limone,100
taccole surgelate,taccole,88
tagliatelle secche all'uovo,tagliatelle all'uovo,59
taleggio dop cubetti,taleggio,87
taleggio dop fettine,taleggio,87
taleggio dop tocchetti,taleggio,83
taralli alle patate,patate,78
taralli artigianali alle patate,patate,62
tarallini ai semi di finocchio,finocchio,76
tarallini al peperoncino,peperoncino,93
tarallini alle patate,patate,74
tentacoli tagliati cotti di totano,totano,60
thaina integrale 100% sesamo,sesamo,65
timo fresco,aneto fresco,55
timo fresco,limone fresco,58
timo fresco,timo fresco,100
timo fresco,timo fresco pizza sottile e croccante con farina petra 3,63
timo fresco,tomino fresco,58
timo fresco,tonno fresco,55
tomino del boscaiolo,tomino,76
tonno in olio di semi di girasole,olio di semi,83
tonno in olio di semi di girasole,"olio di semi, per spennellare",82
tonno in olio di semi di girasole,semi di girasole,95
tonno in olio di semi di girasole,tonno,56
tonno pinne gialle,tonno,73
tonno pinne gialle con granella di pistacchi e mandorle,mandorle,55
tonno pinne gialle con granella di pistacchi e mandorle,pistacchi,58
tonno pinne gialle con granella di pistacchi e mandorle,pistacchi (granella),61
tonno pinne gialle con granella di pistacchi e mandorle,pistacchi (ridotti a farina),61
torta salata ricotta e spinaci,ricotta,68
torta salata ricotta e spinaci,spinaci,68
tortiglioni,tortiglioni,100
tortiglioni integrali,tortiglioni,99
tortiglioni integrali cotti,tortiglioni,88
totano gigante cotto,totano,76
totano gigante del pacifico decongelato,gelato,57
totano gigante del pacifico decongelato,totano,57
trancio di baffa di salmone,salmone,71
trancio di baffa di salmone (150gr),salmone,70
trito di pesce,brodo di pesce,55
trito di pesce,fumetto di pesce,56
trofie fresche,trofie,90
trofie fresche,trofie fresche,100
"uova da galline allevate all'aperto senza ogm, senza antibiotici - italia cat. a","uova , tuorli e albumi separati",64
uova sode,uova,62
uova sode,"uova , tuorli e albumi separati",65
uova sode,uova sode,100
uova sode,uovo sodo,55
verdure e germogli di soia,germogli,77
verdure per insalata di ceci,insalata,74
verza italia cat 1,verza,73
verza italia cat 1,verza (o cavolo cappuccio),80
vino bianco,aceto di vino bianco o di mele,84
vino bianco,vino bianco,100
vino bianco,"vino bianco fermo, a gradazione alcolica contenuta (10-11 % vol)",65
vino bianco,vino bianco frizzante,99
vino bianco,vino bianco greco di tufo,91
vino bianco,vino secco bianco,55
vino bianco,vino vino bianco secco,97
vino dolce,vino,57
vino rosso,aceto di vino rosso,99
vino rosso,vino,57
vino rosso,vino rosso,100
vino rosso,vino rosso e corposo,97
vino rosso,vino rosso tipo cabernet,89
vino rosso fermo,vino rosso e corposo,55
vino rosso fermo,vino rosso leggero,57
vino rosso fermo,vino rosso secco,57
vongole veraci,vongole,97
vongole veraci,vongole veraci,100
yogurt greco dop 10%,yogurt,76
yogurt intero bianco 150 gr,yogurt,66
yogurt intero bianco 150 gr,yogurt intero,95
zafferano fili,zafferano pistilli,57
zenzero,arance e zenzero candito,75
zenzero,zenzero,100
zenzero,"zenzero a fettine, fresco",74
zenzero,zenzero candito,94
zenzero,zenzero fresco,97
zenzero,zenzero fresco grattugiato,72
zenzero,zenzero grattugiato,84
zenzero,zenzero grattugiato fresco,72
zenzero,zenzero in polvere,86
zenzero,zenzero marinato,91
zenzero,zenzero polvere,94
zenzero,zenzero radice,97
zenzero,zenzero radice fresca,80
zenzero,zenzero radice fresca grattugiata,65
zenzero,zenzero radice frescoa,78
zucca,fiori di zucca,83
zucca,semi di zucca,86
zucca,semi di zucca decorticati,63
zucca,zucca,100
zucca,zucca al netto degli scarti,61
zucca,zucca cruda al netto degli scarti,56
zucca,zucca delica,89
zucca,zucca hokkaido,83
zucca,zucca in purea,83
zucca,zucca lessa,92
zucca,zucca mantovana,80
zucca,zucca polpa,92
zucca,zucca polpa cotta e frullata,60
zucca cubettata small,zucca,68
zucca cubo cotta,zucca,78
zucca cubo surgelata,zucca,70
zucca petali,zucca,89
zucchero a velo,zucchero,100
zucchero a velo,zucchero a belo,65
zucchero a velo,zucchero a velo,100
zucchero a velo,zucchero a velo non vanigliato,97
zucchero a velo,zucchero a velo per decorare,100
zucchero a velo,zucchero a velo per la finitura,95
zucchero a velo,zucchero a velo per spolverare,97
zucchero a velo,"zucchero a velo, facoltativo",100
zucchero a velo,"zucchero a velo, più altro per spolverare i biscotti",75
zucchero semolato,semola,82
zucchero semolato,zucchero,94
zucchero semolato,zucchero (opzionale),99
zucchero semolato,zucchero bianco semolato,58
zucchero semolato,zucchero semolato,100
zucchero semolato,zucchero semolato per la superficie,95
zucchero semolato bianco,semola,70
zucchero semolato bianco,zucchero,80
zucchero semolato bianco,zucchero (opzionale),85
zucchero semolato bianco,zucchero bianco semolato bianco,61
zucchero semolato bianco,zucchero semolato bianco,100
zucchero semolato bianco,zucchero semolato finissimo,57
zucchine,zuccherini,55
zucchine,zucchine,100
zucchine,zucchine chiara,100
zucchine,zucchine chiare,100
zucchine,zucchine con fiore,92
zucchine,zucchine con i fiori,87
zucchine,zucchine di medie dimensioni,74
zucchine,zucchine piccola,97
zucchine,zucchine piccole,97
zucchine,zucchine rotonda,97
zucchine a fette,zucchine,97
zucchine a fette per carpaccio,zucchine,72
zucchine a fette per griglia,zucchine,74
zucchine a fette per rotolini (4pz x20gr),zucchine,72
zucchine cubettate,zucchine,92
zucchine e porri,porri,78
zucchine e porri,zucchine,97
zucchine fiammifero,zucchine,89
zucchine grigliate,zucchine,92
zucchine julienne,zucchine,94
zucchine mezza luna,zucchine,89
zucchine mezza luna,zucchine lunga,55
zucchine mezza luna sottili,zucchine,76
zucchine per tortino vegetariano,zucchine,70
zucchine tritate,zucchine,97
