Nome,Quantita,Unità di misura
Pomodori del Piennolo,0,Unità
Vino Bianco Greco di Tufo,0,Bicchiere
Carne di maiale,0,Unità
Pane pita,0,Unità
Tzatziki pronto,0,Unità
Sedano foglie,0,Unità
Galletto in pezzi,0,kg
Coniglio già in pezzi,0,kg
Pancetta stagionata,0,g
Carne noce di vitello,0,kg
Fegato di vitello o di maiale,0,g
Cipolle bianca di Chioggia,0,Unità
Farina istantanea per polenta,0,g
Lemongrass fresco,0,Stelo
Arancia bio zeste,0,Stelo
Salmone in tranci,0,g
Aglio in camicia,0,Spicchio
Maiale taglio arista,0,Fetta
Castagna già cotte e sbucciate,0,g
Maiale arista a fette,0,Unità
Uva nera ad acino piccolo,0,g
Tacchino petto,0,g
Zucchine lunga,0,Unità
Trota già pulite,0,Unità
Pollo intero in pezzi,0,kg
Baccalà dissalato,0,g
Merluzzo sotto sale,0,g
Pesce persico,0,g
Nocciola sgusciate e spellate,0,g
Sale in scaglie,0,Unità
Vitello costine con l'osso,0,Unità
Pomodori secchi sott'olio,0,Unità
Garam Masala in polvere,0,Cucchiaino
Carne macinata di vitello,0,g
Maiale taglio Arista,0,Fette
Pepe verde,0,g
Polpo eviscerato,0,g
Patate bollita,0,g
Spezie mix per carni,0,Cucchiaino
Gambero puliti e sgusciati,0,Unità
Seppia pulite,0,Unità
Branzino filetti da circa 300 gr l'uno,0,Unità
Carne di manzo taglio fesone,0,kg
Spinaci cotti e spadellati in aglio e olio,0,g
Anatra disossata,0,Unità
Prosciutto crudo di montagna,0,g
Maiale coscia o lonza,0,g
Salvia tritata,0,Cucchiaino
Rosmarino tritato,0,Cucchiaino
Prugne fresche,0,g
Faraona già pulita ed eviscerata,0,kg
Castagna bollite,0,g
"Pesce (calamari, gamberi, vongole, salmone)",0,g
Chili,0,Cucchiaino
Albicocca disidratate,0,g
Timo tritato,0,Cucchiaio
Origano tritato,0,Cucchiaio
Erba cipollina tritato,0,Cucchiaio
Manzo fettine di girello,0,Unità
"Erbe aromatiche (timo, salvia, rosmarino)",0,Mazzetto
Rape rossa,0,g
Germogli di porro,0,Unità
Carne macinata mista,0,g
Parmigiano reggiano gratttugiato,0,g
Tarassaco,0,g
Ossobuco di vitello,0,Unità
Vino rosso e corposo,0,Bicchiere
Farina  di mais bianca,0,g
Pera abate,0,Unità
Cannella (stecca),0,cm
Patate piccole,0,Unità
Maiale polpa di spalla,0,kg
Farina  0,0,g
Senape (dip),0,Cucchiaino
Patate  dolci americane,0,Unità
Maggiorana secca,0,Cucchiai
Pecorino stagionato grattugiato,0,Cucchiai
Filetto di cervo,0,g
Sale rosa grosso,0,Cucchiaino
Pesce in filetti,0,g
Cipolle  rosse di Tropea,0,Unità
Patate dolce lessata,0,g
Mais tostato,0,Manciata
Insalata lattuga romana o iceberg,0,Cespo
Parmigiano Reggiano  grattugiato più qualche scaglia per decorare,0,Cucchiai
Peperoncino in fiocchi per servire,0,Unità
Manzo carne trita,0,g
Maiale carne trita,0,g
Olio per ungere la teglia,0,Unità
Aceto di vino bianco o di mele,0,Cucchiai
Salsa di soia a ridotto contenuto di sale,0,Cucchiai
Agnello la coscia,0,kg
Agnello corata,0,Unità
Alloro fresco,0,Foglia
Salvia fresco,0,Foglia
Vino  bianco secco,0,Bicchiere
Agnello a pezzi,0,kg
Carciofo varietà mammole,0,Unità
Girello  di vitella,0,g
Manzo da spezzatino,0,g
Pollo intero,0,g
Pasta per brodo,0,g
Radicchio di Treviso IGP,0,Cespi
Erba cipollina per decorare,0,Unità
Carne macinata di manzo o vitello,0,g
"Salsicce , privata della pelli",0,g
Mollica di pane in briciole,0,g
zuppa  toscana con farro,0,g
Carota tritata,0,Unità
Fiocchi d'avena tritati,0,Cucchiai
"Farina di mais bianco macinata, per la panatura",0,Unità
Panini tipo burger buns,0,Unità
"Patate medio-piccole, da fare con la buccia",0,Spicchio
Cavolo nero,0,Cespo
Pomodoro alcune fette per farcire,0,Unità
Patata grossa (o due piccole),0,Unità
